,Abbreviation,DriverNumber,TeamName,Position,GridPosition,Status,Points,RaceCountry,Year,AgeAtGP,BestQualiTime,FLapPoint,AvgLapTime,SDLapTime,AvgSplitTime,AvgPitTime,PitstopNo,HARD,INTERMEDIATE,MEDIUM,SOFT,WET,Engine,PrevPodiumRace,Rain,Driver,AverageSpeed,MaxSpeed,AverageRPM,MaxRPM,AverageThrottle,MaxThrottlePct,Brake,raceID
17,GIO,99,Alfa Romeo Racing,18.0,18.0,Accident,0.0,Belgium,2019.0,25.0,0 days 00:01:45.637000,0.0,0 days 00:01:51.166315789,0 days 00:00:02.546908,0 days 00:00:03.388921052,0 days 00:00:23.044000,1.0,0.0,0.0,29.0,13.0,0.0,Ferrari,0,False,99,152.0297818934229,358,7400.32220752349,12976,56.27821308639463,8.235812896441775,20.196058478341982,13
0,GAS,10,Toro Rosso,11.0,17.0,+1 Lap,0.0,Italy,2019.0,23.0,0 days 00:01:20.508000,0.0,0 days 00:01:27.070400,0 days 00:00:04.834320,0 days 00:00:03.113720,0 days 00:00:24.363000,1.0,0.0,0.0,28.0,24.0,0.0,Honda,0,False,10,167.39113329204764,351,7682.5534588903865,12725,52.33907690065936,0.10199992714290919,10.440421113984918,14
1,PER,11,Racing Point,7.0,18.0,Finished,6.0,Italy,2019.0,29.0,0 days 00:01:21.291000,0.0,0 days 00:01:26.620519230,0 days 00:00:04.878581,0 days 00:00:02.684538461,0 days 00:00:25.340000,1.0,0.0,0.0,28.0,25.0,0.0,Mercedes,1,False,11,169.4297475501803,362,7805.171032020691,13187,52.548941750755894,34.14447561108885,12.298276929802194,14
2,LEC,16,Ferrari,1.0,1.0,Finished,25.0,Italy,2019.0,21.0,0 days 00:01:19.307000,0.0,0 days 00:01:25.386384615,0 days 00:00:04.737523,0 days 00:00:01.450403846,0 days 00:00:23.833000,1.0,33.0,0.0,0.0,20.0,0.0,Ferrari,0,False,16,169.99052857819387,346,7693.148701322356,12629,61.19288914793632,6.010709992350005,18.021201413427562,14
3,STR,18,Racing Point,12.0,9.0,+1 Lap,0.0,Italy,2019.0,20.0,0 days 00:01:20.498000,0.0,0 days 00:01:27.341372549,0 days 00:00:05.613973,0 days 00:00:03.396176470,0 days 00:00:21.628500,2.0,0.0,0.0,30.0,22.0,0.0,Mercedes,0,False,18,167.30388692579504,345,7789.918691486649,13046,50.84448653965247,12.108848493679647,12.254562675312375,14
4,MAG,20,Haas F1 Team,18.0,11.0,Hydraulics,0.0,Italy,2019.0,27.0,0 days 00:01:20.615000,0.0,0 days 00:01:28.503547619,0 days 00:00:05.854871,0 days 00:00:04.329904761,0 days 00:00:24.689000,2.0,0.0,0.0,14.0,29.0,0.0,Ferrari,0,False,20,136.82915012203563,353,6340.284506939638,12881,57.9398929000765,14.779060872099379,25.164839167972026,14
5,ALB,23,Red Bull Racing,6.0,8.0,Finished,8.0,Italy,2019.0,23.0,0 days 00:01:20.021000,0.0,0 days 00:01:26.416211538,0 days 00:00:05.168345,0 days 00:00:02.480230769,0 days 00:00:29.830000,1.0,0.0,0.0,27.0,26.0,0.0,Honda,0,False,23,169.48956322174055,348,7750.8134858475105,12573,52.675749517321776,43.426468981093585,11.952205748424467,14
6,KVY,26,Toro Rosso,19.0,12.0,Engine,0.0,Italy,2019.0,25.0,0 days 00:01:20.630000,0.0,0 days 00:01:27.441357142,0 days 00:00:04.400370,0 days 00:00:02.848785714,0 days 00:00:24.479000,1.0,0.0,0.0,28.0,1.0,0.0,Honda,0,False,26,93.60056099959928,360,4340.950930749335,13038,62.55764817310845,31.619977414301847,37.92211576991731,14
7,HUL,27,Renault,5.0,6.0,Finished,10.0,Italy,2019.0,32.0,0 days 00:01:20.049000,0.0,0 days 00:01:26.453807692,0 days 00:00:05.602097,0 days 00:00:02.517826923,0 days 00:00:24.092000,1.0,0.0,0.0,24.0,29.0,0.0,Renault,0,False,27,169.7648173108448,339,7532.24363411169,12431,53.51528177479873,45.78339586900295,9.923135769188736,14
8,RIC,3,Renault,4.0,5.0,Finished,12.0,Italy,2019.0,30.0,0 days 00:01:19.833000,0.0,0 days 00:01:26.187384615,0 days 00:00:04.932417,0 days 00:00:02.251403846,0 days 00:00:24.320000,1.0,0.0,0.0,23.0,30.0,0.0,Renault,0,False,3,169.9794543003898,350,7676.107937780044,12307,53.68762522312484,45.991038577829585,8.96870787949437,14
9,VER,33,Red Bull Racing,8.0,19.0,Finished,4.0,Italy,2019.0,21.0,0 days 00:01:41.922000,0.0,0 days 00:01:26.538942307,0 days 00:00:06.993985,0 days 00:00:02.602961538,0 days 00:00:27.757000,2.0,0.0,0.0,27.0,26.0,0.0,Honda,0,False,33,169.4487996794288,358,7749.920804342282,12941,52.581946012895706,45.430038978543585,11.638920257914101,14
10,NOR,4,McLaren,10.0,16.0,+1 Lap,1.0,Italy,2019.0,19.0,0 days 00:01:20.646000,0.0,0 days 00:01:26.950960784,0 days 00:00:04.823469,0 days 00:00:03.005764705,0 days 00:00:24.311000,1.0,29.0,0.0,23.0,0.0,0.0,Renault,0,False,4,167.25627481694656,359,7699.978652872391,13170,51.501038213544135,0.9362136169902736,11.110706349495466,14
11,HAM,44,Mercedes,3.0,2.0,Finished,16.0,Italy,2019.0,34.0,0 days 00:01:19.346000,1.0,0 days 00:01:26.049346153,0 days 00:00:05.280385,0 days 00:00:02.113365384,0 days 00:00:23.821500,2.0,0.0,0.0,30.0,23.0,0.0,Mercedes,7,False,44,170.04382354012606,349,7638.374303304069,13019,53.64139739900186,26.56005245710539,10.283778368729736,14
12,VET,5,Ferrari,13.0,4.0,+1 Lap,0.0,Italy,2019.0,32.0,0 days 00:01:19.457000,0.0,0 days 00:01:27.774294117,0 days 00:00:08.018427,0 days 00:00:03.829098039,0 days 00:00:29.556667,3.0,35.0,0.0,11.0,6.0,0.0,Ferrari,6,False,5,167.16702488069652,365,7633.587046009253,13116,61.48500965356453,8.691850934392189,21.460056099959928,14
13,SAI,55,McLaren,20.0,7.0,Wheel,0.0,Italy,2019.0,25.0,0 days 00:01:20.202000,0.0,0 days 00:01:26.295692307,0 days 00:00:00.941798,0 days 00:00:01.663384615,0 days 00:00:27.010000,1.0,0.0,0.0,0.0,27.0,0.0,Renault,0,False,55,87.02473498233215,344,4029.681140942042,12343,63.29842264398383,34.410403992568575,40.683399511857495,14
14,RUS,63,Williams,14.0,14.0,+1 Lap,0.0,Italy,2019.0,20.0,0 days 00:01:21.800000,0.0,0 days 00:01:27.688568627,0 days 00:00:04.664387,0 days 00:00:03.743372549,0 days 00:00:24.198000,1.0,29.0,0.0,23.0,0.0,0.0,Mercedes,0,False,63,166.9041929255765,347,7669.335689045936,12942,53.684601653855964,1.0964992167862737,12.964919310771922,14
15,RAI,7,Alfa Romeo Racing,15.0,0.0,+1 Lap,0.0,Italy,2019.0,39.0,0 days 00:01:20.515000,0.0,0 days 00:01:28.125941176,0 days 00:00:06.043042,0 days 00:00:04.180745098,0 days 00:00:28.480500,2.0,0.0,0.0,26.0,26.0,0.0,Ferrari,4,False,7,162.09296564788167,363,7301.516702488069,13025,82.0361006884995,34.672689519507486,45.623110269206954,14
16,BOT,77,Mercedes,2.0,3.0,Finished,18.0,Italy,2019.0,30.0,0 days 00:01:19.354000,0.0,0 days 00:01:25.374980769,0 days 00:00:04.546897,0 days 00:00:01.439000,0 days 00:00:23.700000,1.0,0.0,0.0,26.0,27.0,0.0,Mercedes,2,False,77,170.43353611890277,354,7678.171942734327,13067,53.223270554806746,0.01457141816327274,10.433135404903283,14
17,GRO,8,Haas F1 Team,16.0,13.0,+1 Lap,0.0,Italy,2019.0,33.0,0 days 00:01:20.784000,0.0,0 days 00:01:28.542823529,0 days 00:00:06.106119,0 days 00:00:04.597627450,0 days 00:00:25.801000,2.0,0.0,0.0,22.0,30.0,0.0,Ferrari,0,False,8,166.64879239371973,356,7681.755382317584,12982,50.14090561363885,43.92918290772649,12.116134202761284,14
18,KUB,88,Williams,17.0,15.0,+2 Laps,0.0,Italy,2019.0,35.0,0 days 00:01:22.356000,0.0,0 days 00:01:29.186500,0 days 00:00:06.844328,0 days 00:00:05.220640,0 days 00:00:27.851000,2.0,0.0,0.0,36.0,15.0,0.0,Mercedes,2,False,88,164.24363411168991,343,7562.908309351207,12775,54.20228771265163,1.0855706531638192,13.380204728425193,14
19,GIO,99,Alfa Romeo Racing,9.0,10.0,+1 Lap,2.0,Italy,2019.0,25.0,0 days 00:01:20.517000,0.0,0 days 00:01:26.997470588,0 days 00:00:04.567307,0 days 00:00:03.052274509,0 days 00:00:25.698000,1.0,0.0,0.0,31.0,21.0,0.0,Ferrari,0,False,99,167.67217951987178,339,7667.773560161742,12770,63.55888674365232,9.923135769188736,20.443699683071657,14
0,GAS,10,Toro Rosso,8.0,11.0,Finished,4.0,Singapore,2019.0,23.0,0 days 00:01:38.699000,0.0,0 days 00:01:51.087283018,0 days 00:00:07.866034,0 days 00:00:03.393811320,0 days 00:00:32.482000,1.0,32.0,0.0,29.0,0.0,0.0,Honda,0,False,10,121.88812659359147,320,7712.877822464054,12674,38.135425702494544,21.822674342191732,19.71979076308388,15
1,PER,11,Racing Point,19.0,15.0,Engine,0.0,Singapore,2019.0,29.0,0 days 00:01:38.620000,0.0,0 days 00:01:51.247473684,0 days 00:00:07.393284,0 days 00:00:03.457552631,0 days 00:00:29.082000,1.0,29.0,0.0,13.0,0.0,0.0,Mercedes,0,False,11,84.59777094340615,313,5300.475856267907,13401,52.6298136319428,25.23460294929422,41.0430302552375,15
2,LEC,16,Ferrari,2.0,1.0,Finished,18.0,Singapore,2019.0,21.0,0 days 00:01:36.217000,0.0,0 days 00:01:48.987480769,0 days 00:00:04.899631,0 days 00:00:01.476634615,0 days 00:00:29.168000,1.0,41.0,0.0,0.0,20.0,0.0,Ferrari,0,False,16,121.95334227058855,326,7419.963961832663,12561,43.67210787792761,2.302657519123098,23.796756302079224,15
3,STR,18,Racing Point,13.0,16.0,Finished,0.0,Singapore,2019.0,20.0,0 days 00:01:39.979000,0.0,0 days 00:01:52.498944444,0 days 00:00:09.509142,0 days 00:00:04.320111111,0 days 00:00:32.710000,3.0,10.0,0.0,31.0,20.0,0.0,Mercedes,0,False,18,121.67602449859369,316,7673.058276161186,13241,36.051678363956576,2.736377257314092,22.219593617748338,15
4,MAG,20,Haas F1 Team,17.0,13.0,Finished,0.0,Singapore,2019.0,27.0,0 days 00:01:39.650000,1.0,0 days 00:01:52.258641509,0 days 00:00:08.255131,0 days 00:00:04.565169811,0 days 00:00:30.159500,2.0,38.0,0.0,18.0,5.0,0.0,Ferrari,0,False,20,121.87532528980364,315,7476.741319033725,12706,39.05541098230949,4.274110874536709,26.412217753594618,15
5,ALB,23,Red Bull Racing,6.0,6.0,Finished,8.0,Singapore,2019.0,23.0,0 days 00:01:37.411000,0.0,0 days 00:01:50.622000,0 days 00:00:07.820599,0 days 00:00:03.035150943,0 days 00:00:28.606000,1.0,41.0,0.0,0.0,20.0,0.0,Honda,0,False,23,121.8988512998449,327,7828.743448203349,12590,36.609652235628104,19.888021449412506,19.982651210472362,15
6,KVY,26,Toro Rosso,15.0,14.0,Finished,0.0,Singapore,2019.0,25.0,0 days 00:01:39.957000,0.0,0 days 00:01:51.298075471,0 days 00:00:07.270843,0 days 00:00:03.604603773,0 days 00:00:31.755000,2.0,24.0,0.0,12.0,25.0,0.0,Honda,0,False,26,121.70938148936729,323,7825.573298635754,12990,38.625607864784584,22.006676655363666,18.833951055384695,15
7,HUL,27,Renault,9.0,8.0,Finished,2.0,Singapore,2019.0,32.0,0 days 00:01:38.264000,0.0,0 days 00:01:50.786075471,0 days 00:00:07.715810,0 days 00:00:03.092603773,0 days 00:00:29.357500,2.0,35.0,0.0,25.0,1.0,0.0,Renault,0,False,27,121.87014693899009,330,7438.942486134111,12290,37.762032436979204,21.52827064111663,18.324001787451042,15
8,RIC,3,Renault,14.0,20.0,Finished,0.0,Singapore,2019.0,30.0,0 days 00:01:38.095000,0.0,0 days 00:01:51.946584905,0 days 00:00:08.393587,0 days 00:00:04.493339622,0 days 00:00:30.756000,1.0,27.0,0.0,34.0,0.0,0.0,Renault,4,False,3,121.88318481718056,325,7736.951002812607,12299,36.56359908524564,19.65407565123676,16.917698393922667,15
9,VER,33,Red Bull Racing,3.0,4.0,Finished,15.0,Singapore,2019.0,21.0,0 days 00:01:36.813000,0.0,0 days 00:01:49.141230769,0 days 00:00:05.112218,0 days 00:00:01.630384615,0 days 00:00:28.846000,1.0,42.0,0.0,0.0,19.0,0.0,Honda,1,False,33,121.94408958284048,320,7650.5866782325265,12425,36.49856741056173,21.409983439791812,19.296585442788423,15
10,NOR,4,McLaren,7.0,9.0,Finished,6.0,Singapore,2019.0,19.0,0 days 00:01:37.572000,0.0,0 days 00:01:50.817603773,0 days 00:00:07.962914,0 days 00:00:03.124132075,0 days 00:00:30.397000,1.0,41.0,0.0,0.0,20.0,0.0,Renault,0,False,4,121.80700785952737,320,7725.134216544437,12206,35.867518334516205,0.20765975343690035,18.89703756275793,15
11,HAM,44,Mercedes,4.0,2.0,Finished,12.0,Singapore,2019.0,34.0,0 days 00:01:36.408000,0.0,0 days 00:01:49.473538461,0 days 00:00:05.336913,0 days 00:00:01.962692307,0 days 00:00:28.930000,1.0,35.0,0.0,0.0,26.0,0.0,Mercedes,6,False,44,122.44667875824724,324,7151.807849012959,12722,36.30783586993665,2.0056252135741133,20.39271350839839,15
12,VET,5,Ferrari,1.0,3.0,Finished,25.0,Singapore,2019.0,32.0,0 days 00:01:36.437000,0.0,0 days 00:01:48.791576923,0 days 00:00:04.788433,0 days 00:00:01.280730769,0 days 00:00:29.384000,1.0,42.0,0.0,0.0,19.0,0.0,Ferrari,7,False,5,122.15222248508267,331,7407.2981626054725,12548,45.30073863785716,5.732986357542781,25.0295718003312,15
13,SAI,55,McLaren,12.0,7.0,Finished,0.0,Singapore,2019.0,25.0,0 days 00:01:37.818000,0.0,0 days 00:01:51.312944444,0 days 00:00:07.575783,0 days 00:00:03.823703703,0 days 00:00:30.623000,2.0,34.0,0.0,26.0,1.0,0.0,Renault,0,False,55,121.67586678232526,326,7388.0681071419185,12208,36.88799516336777,0.19451673106747627,21.136608574507793,15
14,RUS,63,Williams,20.0,18.0,Collision,0.0,Singapore,2019.0,20.0,0 days 00:01:40.867000,0.0,0 days 00:01:50.074181818,0 days 00:00:05.256232,0 days 00:00:02.721121212,0 days 00:00:38.752000,1.0,33.0,0.0,1.0,0.0,0.0,Mercedes,0,False,63,68.90876113871145,314,4259.606576768394,12896,61.05764529611229,38.651000184002314,50.24577451830823,15
15,RAI,7,Alfa Romeo Racing,18.0,12.0,Collision,0.0,Singapore,2019.0,39.0,0 days 00:01:38.858000,0.0,0 days 00:01:51.668595238,0 days 00:00:08.033965,0 days 00:00:03.593357142,0 days 00:00:29.992000,1.0,34.0,0.0,15.0,0.0,0.0,Ferrari,2,False,7,97.37502300028915,320,6006.91496464527,12926,53.87411613174566,21.830560155613384,39.42118129485056,15
16,BOT,77,Mercedes,5.0,5.0,Finished,10.0,Singapore,2019.0,30.0,0 days 00:01:37.142000,0.0,0 days 00:01:49.695750,0 days 00:00:05.571912,0 days 00:00:02.184903846,0 days 00:00:29.234000,1.0,39.0,0.0,0.0,22.0,0.0,Mercedes,1,False,77,122.03948163919775,315,7434.003522329995,13206,34.61929921404726,19.251899166732382,19.47007333806482,15
17,GRO,8,Haas F1 Team,11.0,17.0,Finished,0.0,Singapore,2019.0,33.0,0 days 00:01:40.277000,0.0,0 days 00:01:52.052333333,0 days 00:00:07.806454,0 days 00:00:04.523425925,0 days 00:00:36.516000,2.0,12.0,0.0,23.0,26.0,0.0,Ferrari,0,False,8,122.06424309334174,317,7650.635990852456,12912,34.01855794758563,22.64017033356991,20.918434403175354,15
18,KUB,88,Williams,16.0,19.0,Finished,0.0,Singapore,2019.0,35.0,0 days 00:01:41.186000,0.0,0 days 00:01:53.684818181,0 days 00:00:09.222703,0 days 00:00:06.082981818,0 days 00:00:29.677000,2.0,23.0,0.0,38.0,0.0,0.0,Mercedes,0,False,88,121.66319690876114,305,7548.8678600530975,12573,40.203191125831296,1.5719054753831192,24.212075808953028,15
19,GIO,99,Alfa Romeo Racing,10.0,10.0,Finished,1.0,Singapore,2019.0,25.0,0 days 00:01:38.697000,0.0,0 days 00:01:52.064611111,0 days 00:00:09.380590,0 days 00:00:04.394388888,0 days 00:00:29.015000,2.0,2.0,0.0,34.0,25.0,0.0,Ferrari,0,False,99,122.42538706200878,320,7513.446389611755,12701,47.00454748573982,7.846384354546171,27.658176274216018,15
0,GAS,10,Toro Rosso,14.0,16.0,Finished,0.0,Russia,2019.0,23.0,0 days 00:01:33.950000,0.0,0 days 00:01:44.662760,0 days 00:00:10.243509,0 days 00:00:04.994340,0 days 00:00:29.935000,1.0,0.0,0.0,26.0,27.0,0.0,Honda,0,False,10,146.43708163951462,340,7910.817923403735,12590,47.58712595898157,0.2995384662407923,14.545954702448268,16
1,PER,11,Racing Point,7.0,11.0,Finished,6.0,Russia,2019.0,29.0,0 days 00:01:33.958000,0.0,0 days 00:01:43.168836734,0 days 00:00:08.702968,0 days 00:00:03.729061224,0 days 00:00:30.271000,1.0,0.0,0.0,30.0,23.0,0.0,Mercedes,1,False,11,146.6599932756671,338,7822.30439832503,12978,47.025705290827396,30.128067976892748,16.911697282758198,16
2,LEC,16,Ferrari,3.0,1.0,Finished,15.0,Russia,2019.0,21.0,0 days 00:01:31.628000,0.0,0 days 00:01:39.619829787,0 days 00:00:06.061629,0 days 00:00:00.897063829,0 days 00:00:29.474500,2.0,0.0,0.0,9.0,44.0,0.0,Ferrari,0,False,16,147.018644741266,338,7643.96249656142,12536,57.24442950148241,6.437020509215392,22.618210716141455,16
3,STR,18,Racing Point,11.0,14.0,Finished,0.0,Russia,2019.0,20.0,0 days 00:01:34.233000,0.0,0 days 00:01:43.488854166,0 days 00:00:09.600292,0 days 00:00:03.972437500,0 days 00:00:30.168000,1.0,0.0,0.0,27.0,26.0,0.0,Mercedes,0,False,18,146.7013479230981,337,7840.442797322493,13526,46.51309716661063,20.622306446190052,17.657486933398538,16
4,MAG,20,Haas F1 Team,9.0,13.0,Finished,2.0,Russia,2019.0,27.0,0 days 00:01:33.889000,0.0,0 days 00:01:43.083612244,0 days 00:00:09.423575,0 days 00:00:03.643836734,0 days 00:00:30.509000,1.0,0.0,0.0,26.0,27.0,0.0,Ferrari,0,False,20,147.1885564079836,328,7699.964697252193,12750,48.779961487911486,1.7116483785188128,18.49191551792646,16
5,ALB,23,Red Bull Racing,5.0,0.0,Finished,10.0,Russia,2019.0,23.0,0 days 00:01:39.197000,0.0,0 days 00:01:41.807000,0 days 00:00:06.596776,0 days 00:00:02.997000,0 days 00:00:29.854000,1.0,0.0,0.0,29.0,24.0,0.0,Honda,0,False,23,145.2359935201883,345,7691.366384448452,12703,62.129535104074336,15.793012806797691,30.736314454259254,16
6,HUL,27,Renault,10.0,6.0,Finished,1.0,Russia,2019.0,32.0,0 days 00:01:33.289000,0.0,0 days 00:01:43.488408163,0 days 00:00:09.282266,0 days 00:00:04.432244897,0 days 00:00:32.025000,2.0,0.0,0.0,13.0,40.0,0.0,Renault,0,False,27,146.60500657150718,339,7661.363786410734,12283,48.01302075373659,36.2319283552893,14.182229422013021,16
7,RIC,3,Renault,19.0,10.0,Collision,0.0,Russia,2019.0,30.0,0 days 00:01:33.661000,0.0,0 days 00:01:45.367434782,0 days 00:00:08.692724,0 days 00:00:03.760652173,0 days 00:00:36.031000,1.0,0.0,0.0,23.0,1.0,0.0,Renault,0,False,3,66.54216462389583,334,3609.9103218510254,12727,63.10251551181343,40.30320628419476,46.043341382156065,16
8,VER,33,Red Bull Racing,4.0,9.0,Finished,12.0,Russia,2019.0,21.0,0 days 00:01:32.310000,0.0,0 days 00:01:42.251020408,0 days 00:00:10.837010,0 days 00:00:02.811244897,0 days 00:00:29.978000,1.0,0.0,0.0,25.0,28.0,0.0,Honda,0,False,33,146.79833114283093,329,7742.552281688419,12512,47.13143014335055,37.49426903444692,13.702356573035427,16
9,NOR,4,McLaren,8.0,7.0,Finished,4.0,Russia,2019.0,19.0,0 days 00:01:33.301000,0.0,0 days 00:01:43.314673469,0 days 00:00:08.502657,0 days 00:00:03.874897959,0 days 00:00:29.290000,1.0,0.0,0.0,33.0,20.0,0.0,Renault,0,False,4,146.5569887214598,323,7938.026775071064,12151,47.55020325824495,0.0030565149616407373,13.488400525720573,16
10,HAM,44,Mercedes,1.0,2.0,Finished,26.0,Russia,2019.0,34.0,0 days 00:01:32.030000,1.0,0 days 00:01:39.439893617,0 days 00:00:07.079135,0 days 00:00:00.717127659,0 days 00:00:29.751000,1.0,0.0,0.0,28.0,25.0,0.0,Mercedes,5,False,44,146.797689274689,311,7693.730507075832,12747,48.98178317082862,0.24452119693125898,15.031940581349145,16
11,VET,5,Ferrari,18.0,3.0,Power loss,0.0,Russia,2019.0,32.0,0 days 00:01:32.053000,0.0,0 days 00:01:39.117478260,0 days 00:00:01.116447,0 days 00:00:00.463391304,0 days 00:00:29.860000,1.0,0.0,0.0,0.0,26.0,0.0,Ferrari,3,False,5,74.47498242503897,313,3930.2388360791024,12487,73.39759146621023,45.55735550325519,53.69685484610447,16
12,SAI,55,McLaren,6.0,5.0,Finished,8.0,Russia,2019.0,25.0,0 days 00:01:33.222000,0.0,0 days 00:01:42.959938775,0 days 00:00:08.461110,0 days 00:00:03.520163265,0 days 00:00:30.103000,1.0,0.0,0.0,32.0,21.0,0.0,Renault,0,False,55,146.59317785860563,331,7811.494238469298,12303,47.59446159488951,0.018339089769844424,14.469541828407252,16
13,RUS,63,Williams,17.0,17.0,Brakes,0.0,Russia,2019.0,20.0,0 days 00:01:35.356000,0.0,0 days 00:01:43.286083333,0 days 00:00:03.581071,0 days 00:00:04.656750,0 days 00:00:29.857000,1.0,0.0,0.0,27.0,0.0,0.0,Mercedes,0,False,63,76.14784362869456,318,4179.234373567258,13037,61.29538160589296,35.62368187792279,44.105510896475835,16
14,RAI,7,Alfa Romeo Racing,13.0,15.0,Finished,0.0,Russia,2019.0,39.0,0 days 00:01:34.840000,0.0,0 days 00:01:43.530571428,0 days 00:00:08.374315,0 days 00:00:04.265938775,0 days 00:00:30.775000,2.0,0.0,0.0,27.0,26.0,0.0,Ferrari,2,False,7,147.06543998532874,343,7756.029709325428,12884,54.31641042882905,5.492557386068405,20.891279762814438,16
15,BOT,77,Mercedes,2.0,4.0,Finished,18.0,Russia,2019.0,30.0,0 days 00:01:32.632000,0.0,0 days 00:01:40.742958333,0 days 00:00:09.529753,0 days 00:00:01.375479166,0 days 00:00:29.436000,1.0,0.0,0.0,28.0,25.0,0.0,Mercedes,3,False,77,146.6743894611364,329,7655.234465262707,13283,47.45071369624354,0.08863893388758139,14.62848060641257,16
16,KUB,88,Williams,16.0,18.0,Brakes,0.0,Russia,2019.0,35.0,0 days 00:01:36.474000,0.0,0 days 00:01:45.693840,0 days 00:00:06.428362,0 days 00:00:06.145360,0 days 00:00:30.382000,2.0,1.0,0.0,27.0,0.0,0.0,Mercedes,0,False,88,77.40373506128313,334,4318.93547696916,12862,60.698627624782226,33.71947305682062,43.506433963994255,16
17,GIO,99,Alfa Romeo Racing,15.0,12.0,Finished,0.0,Russia,2019.0,25.0,0 days 00:01:34.037000,0.0,0 days 00:01:44.639880,0 days 00:00:09.750791,0 days 00:00:04.971460,0 days 00:00:34.210000,2.0,25.0,0.0,26.0,2.0,0.0,Ferrari,0,False,99,147.00993367362534,328,7722.872084848856,12714,57.08986153987224,7.809395726992084,22.54485435706208,16
0,GAS,10,Toro Rosso,7.0,9.0,+1 Lap,6.0,Japan,2019.0,23.0,0 days 00:01:28.779000,0.0,0 days 00:01:36.612098039,0 days 00:00:02.853960,0 days 00:00:03.487627450,0 days 00:00:23.180000,1.0,0.0,0.0,34.0,18.0,0.0,Honda,0,False,10,153.41375174895063,336,7544.730894796456,12976,49.7868945299487,1.7356252914917718,13.865014324738489,17
1,PER,11,Racing Point,8.0,17.0,+1 Lap,4.0,Japan,2019.0,29.0,0 days 00:01:30.344000,0.0,0 days 00:01:36.546880,0 days 00:00:03.814926,0 days 00:00:03.394480,0 days 00:00:23.090500,2.0,0.0,0.0,22.0,29.0,0.0,Mercedes,0,False,11,148.08621493770406,339,7335.56073022853,12970,50.77893264041575,4.467319608235059,17.676061030048636,17
2,LEC,16,Ferrari,6.0,2.0,+1 Lap,8.0,Japan,2019.0,21.0,0 days 00:01:27.253000,0.0,0 days 00:01:36.193901960,0 days 00:00:05.410303,0 days 00:00:03.069431372,0 days 00:00:25.787333,3.0,0.0,0.0,22.0,30.0,0.0,Ferrari,0,False,16,153.5321140648944,340,7474.463755080285,12588,56.732160703577854,6.196282230661603,20.647611433140117,17
3,STR,18,Racing Point,9.0,12.0,+1 Lap,2.0,Japan,2019.0,20.0,0 days 00:01:29.345000,0.0,0 days 00:01:36.639450980,0 days 00:00:02.763657,0 days 00:00:03.514980392,0 days 00:00:23.292000,1.0,0.0,0.0,34.0,18.0,0.0,Mercedes,0,False,18,153.34789126524086,338,7596.659037910587,13173,46.54653874342061,3.2680391764941037,15.424078886001732,17
4,MAG,20,Haas F1 Team,15.0,19.0,+1 Lap,0.0,Japan,2019.0,27.0,0 days 00:01:34.593000,0.0,0 days 00:01:37.585000,0 days 00:00:04.213513,0 days 00:00:04.460529411,0 days 00:00:24.064500,2.0,30.0,0.0,17.0,5.0,0.0,Ferrari,0,False,20,153.65990405756546,328,7512.681191285229,12765,50.19251782263975,2.798321007395563,17.1830235192218,17
5,ALB,23,Red Bull Racing,4.0,6.0,Finished,12.0,Japan,2019.0,23.0,0 days 00:01:27.851000,0.0,0 days 00:01:35.425076923,0 days 00:00:03.815689,0 days 00:00:02.309096153,0 days 00:00:23.327500,2.0,0.0,0.0,19.0,34.0,0.0,Honda,0,False,23,156.11799586914518,329,7580.23392631088,12695,47.26893863681791,34.05290159237791,11.946165633952962,17
6,KVY,26,Toro Rosso,10.0,14.0,+1 Lap,1.0,Japan,2019.0,25.0,0 days 00:01:29.563000,0.0,0 days 00:01:36.587000,0 days 00:00:03.225231,0 days 00:00:03.462529411,0 days 00:00:23.293000,1.0,0.0,0.0,25.0,27.0,0.0,Honda,0,False,26,153.35268838696783,345,7613.576920514358,12591,51.71307215670598,4.300752881604371,17.542807648744088,17
7,HUL,27,Renault,20.0,15.0,Disqualified,0.0,Japan,2019.0,32.0,0 days 00:01:29.619000,0.0,0 days 00:01:36.632100,0 days 00:00:02.946679,0 days 00:00:03.494820,0 days 00:00:24.132000,1.0,0.0,0.0,33.0,19.0,0.0,Renault,0,False,27,153.39692850956092,344,7452.856086348191,12326,50.20267839296422,1.545739223132787,12.978879339063228,17
8,RIC,3,Renault,19.0,16.0,Disqualified,0.0,Japan,2019.0,30.0,0 days 00:01:29.822000,0.0,0 days 00:01:36.199372549,0 days 00:00:02.986711,0 days 00:00:03.074901960,0 days 00:00:23.292000,1.0,0.0,0.0,29.0,23.0,0.0,Renault,1,False,3,153.54673862349256,338,7551.393463921647,12271,49.41874875074955,1.319208474915051,11.996135651942168,17
9,VER,33,Red Bull Racing,18.0,5.0,Brakes,0.0,Japan,2019.0,22.0,0 days 00:01:27.851000,0.0,0 days 00:01:37.797076923,0 days 00:00:00.708945,0 days 00:00:03.290230769,0 days 00:00:00,0.0,0.0,0.0,0.0,14.0,0.0,Honda,3,False,33,42.57961889532947,339,2226.118495569325,12290,67.5777533479912,52.53514557931908,57.632087414218134,17
