,Abbreviation,TeamName,GridPosition,Points,RaceCountry,Year,AgeAtGP,BestQualiTime,FLap,AvgLapTime,SDLapTime,AvgSplitTime,AvgPitTime,PitstopNo,HARD,INTERMEDIATE,MEDIUM,SOFT,WET,Engine,Rain,AverageSpeed,MaxSpeed,AverageRPM,MaxRPM,AverageThrottle,MaxThrottlePct,Brake,raceID,CircuitType,carIssue,driverIssue,after_2020
82,STR,RacingPoint,16.0,0.0,Spain,2019.0,20.0,78.471,0.0,84.762534,3.06245,2.903883,23.321,1.0,0.0,0.0,22.0,22.0,0.0,Mercedes,False,95.17441717034662,332,5119.170069076107,13061,29.710527938818306,20.728999629949428,9.396200814111262,5,race,1,0,0
83,MAG,HaasF1Team,8.0,6.0,Spain,2019.0,27.0,76.922,0.0,87.469646,12.050601,5.395384,22.5085,2.0,0.0,0.0,22.0,44.0,0.0,Ferrari,False,142.80168373010977,335,7709.212871592451,13021,47.14037251757741,2.066115702479339,18.53028247193783,5,race,0,0,0
84,ALB,ToroRosso,11.0,0.0,Spain,2019.0,23.0,77.445,0.0,86.326125,10.202958,4.42839,30.468,2.0,0.0,0.0,41.0,25.0,0.0,Honda,False,142.45010484766252,342,7712.722431232269,12731,46.79483779449858,0.5273220673492044,16.92672998643148,5,race,0,0,0
85,KVY,ToroRosso,9.0,2.0,Spain,2019.0,25.0,77.243,0.0,87.532415,12.707797,5.458153,27.935,2.0,0.0,0.0,45.0,21.0,0.0,Honda,False,142.69930307141976,340,7801.156778093006,12919,48.09837177747625,1.113235475514987,15.54829159985198,5,race,0,0,0
86,HUL,Renault,0.0,0.0,Spain,2019.0,31.0,78.404,0.0,87.614515,11.486043,5.532328,22.193,1.0,0.0,0.0,35.0,31.0,0.0,Renault,False,140.57215986184778,336,7444.569322807451,12319,65.7825644504749,18.74306155174541,32.641544344393736,5,race,0,0,0
87,RIC,Renault,13.0,0.0,Spain,2019.0,30.0,77.299,0.0,87.560692,12.419753,5.48643,22.5405,2.0,21.0,0.0,21.0,24.0,0.0,Renault,False,139.93891081781177,336,7819.533088688788,12314,48.22014925373134,4.132231404958678,16.738620944862465,5,race,0,0,0
88,VER,RedBullRacing,4.0,15.0,Spain,2019.0,21.0,76.357,0.0,87.210892,13.827246,5.13663,22.4785,2.0,0.0,0.0,23.0,43.0,0.0,Honda,False,143.0651289009498,323,7659.315375601333,12743,45.051992105587765,0.743184901936598,15.156654742814853,5,race,0,0,0
89,NOR,McLaren,10.0,0.0,Spain,2019.0,19.0,77.338,0.0,84.755604,2.909658,2.896953,21.579,1.0,0.0,0.0,18.0,26.0,0.0,Renault,False,95.19581842851856,340,5155.710928826939,12293,58.5700937461453,26.600468730726533,36.74293820155422,5,race,1,0,0
90,HAM,Mercedes,2.0,25.0,Spain,2019.0,33.0,76.038,1.0,86.065718,13.737285,4.20925,22.388,2.0,0.0,0.0,19.0,47.0,0.0,Mercedes,False,142.77032194399902,332,7545.470920192426,12659,46.54597878376711,28.42605156037992,15.344763784383868,5,race,0,0,0
91,VET,Ferrari,3.0,12.0,Spain,2019.0,32.0,76.272,0.0,87.2178,13.593095,5.143538,22.6945,2.0,0.0,0.0,47.0,19.0,0.0,Ferrari,False,142.97921549278402,344,7682.337856173677,12770,54.71493770815345,7.7772295547058095,25.08942888861478,5,race,0,0,0
92,SAI,McLaren,12.0,4.0,Spain,2019.0,25.0,77.599,0.0,87.502261,11.014414,5.428,21.5065,2.0,0.0,0.0,22.0,44.0,0.0,Renault,False,142.4402985074627,338,7754.997532996176,12205,46.21392006907611,0.4502281978537066,15.896755889971628,5,race,0,0,0
93,RUS,Williams,19.0,0.0,Spain,2019.0,20.0,79.072,0.0,89.230796,10.706687,7.125546,22.144,2.0,0.0,0.0,53.0,12.0,0.0,Mercedes,False,140.5550450228198,331,7615.488127544098,12902,44.79730479832244,1.0207228321203898,17.182681633156534,5,race,0,0,0
94,RAI,AlfaRomeoRacing,14.0,0.0,Spain,2019.0,39.0,77.788,0.0,87.526415,11.027826,5.452153,22.4455,2.0,17.0,0.0,28.0,21.0,0.0,Ferrari,False,143.04548538300233,342,7739.391205131368,12821,54.35031454298754,8.588257061798446,24.836560996669547,5,race,0,0,0
95,BOT,Mercedes,1.0,18.0,Spain,2019.0,29.0,75.406,0.0,87.1692,14.630581,5.094938,22.026,2.0,0.0,0.0,19.0,47.0,0.0,Mercedes,False,143.04215492784013,332,7643.609719995066,12675,45.84396200814111,31.14592327618108,14.296287159245097,5,race,0,0,0
96,GRO,HaasF1Team,7.0,1.0,Spain,2019.0,33.0,76.911,0.0,87.577092,12.851566,5.50283,22.5555,2.0,0.0,0.0,20.0,46.0,0.0,Ferrari,False,143.35321327248056,328,7817.646940915259,12659,44.60925743184902,34.10941161958801,14.761934130997902,5,race,0,0,0
97,KUB,Williams,17.0,0.0,Spain,2019.0,34.0,80.254,0.0,89.358593,10.414959,7.253343,22.048,2.0,0.0,0.0,52.0,13.0,0.0,Mercedes,False,140.29539287035894,336,7435.940761070679,12896,45.29360429258665,27.10928826939682,16.741704699642284,5,race,0,0,0
98,GIO,AlfaRomeoRacing,18.0,0.0,Spain,2019.0,25.0,78.664,0.0,87.705892,7.877992,5.63163,22.944,2.0,35.0,0.0,0.0,31.0,0.0,Ferrari,False,143.14962378191686,339,7711.545207845073,12756,53.34001480202294,7.826569631182928,23.28234858764031,5,race,0,0,0
99,GAS,RedBullRacing,8.0,10.0,Monaco,2019.0,22.0,71.041,1.0,79.604584,7.123647,2.218,24.0095,2.0,0.0,0.0,35.0,43.0,0.0,Honda,True,113.04666496872966,285,7374.797011630869,12684,34.6329343181368,20.239409117921724,19.15272943373801,6,street,0,0,0
100,PER,RacingPoint,16.0,0.0,Monaco,2019.0,29.0,72.233,0.0,80.547947,6.68404,3.139131,28.463,1.0,66.0,0.0,11.0,0.0,0.0,Mercedes,True,111.379743611512,296,7182.825735065229,13184,33.99818886719303,0.4527832017432153,25.93881766986445,6,street,0,0,0
101,LEC,Ferrari,15.0,0.0,Monaco,2019.0,21.0,72.149,0.0,90.461266,12.724992,9.399866,25.8345,2.0,7.0,0.0,9.0,1.0,0.0,Ferrari,True,25.380054899963213,296,1804.88824744602,12889,70.44573676316608,59.69946514984294,66.34971842544641,6,street,1,0,0
102,STR,RacingPoint,17.0,0.0,Monaco,2019.0,20.0,72.846,0.0,80.885,5.966946,3.476184,24.591,1.0,37.0,0.0,40.0,0.0,0.0,Mercedes,True,111.63149107168124,296,7395.874607352067,13429,33.167303393044115,3.874126269915386,20.47995019384781,6,street,0,0,0
103,MAG,HaasF1Team,5.0,0.0,Monaco,2019.0,27.0,71.109,0.0,80.638355,7.173303,3.229539,25.419,1.0,0.0,0.0,66.0,11.0,0.0,Ferrari,True,111.65011178085292,291,7104.779834168153,12325,33.1286753261454,0.707473752723774,23.587174915810625,6,street,0,0,0
104,ALB,ToroRosso,10.0,4.0,Monaco,2019.0,23.0,71.429,0.0,80.204105,6.472763,2.797842,25.062,1.0,0.0,0.0,38.0,40.0,0.0,Honda,True,113.00840478818236,292,7384.727084925149,13228,34.616803916574696,19.662110535699124,23.3721028949826,6,street,0,0,0
105,KVY,ToroRosso,7.0,6.0,Monaco,2019.0,25.0,71.271,0.0,80.163259,6.473448,2.776675,24.023,1.0,0.0,0.0,46.0,32.0,0.0,Honda,True,112.87865410193282,293,7337.5597249342045,12813,34.826951920083765,0.5546594221354388,19.251775759119337,6,street,0,0,0
106,HUL,Renault,11.0,0.0,Monaco,2019.0,31.0,71.67,0.0,80.632328,6.280501,3.223513,25.532,1.0,68.0,0.0,9.0,0.0,0.0,Renault,True,111.73608399128392,291,7010.090528341399,12321,35.0967258114724,0.5263604720264878,21.945835809491467,6,street,0,0,0
107,RIC,Renault,6.0,2.0,Monaco,2019.0,30.0,71.218,0.0,80.292987,7.273639,2.906402,24.269,1.0,0.0,0.0,67.0,11.0,0.0,Renault,True,113.2308062370886,290,7269.563998075671,12232,35.194187395647624,0.1160256954466989,17.14916376602428,6,street,0,0,0
108,VER,RedBullRacing,3.0,12.0,Monaco,2019.0,21.0,70.618,0.0,79.548441,8.248897,2.161857,24.011,1.0,67.0,0.0,0.0,11.0,0.0,Honda,True,112.93409174519626,295,7352.157794945808,12888,37.67770325720916,0.9904632538132836,22.18920678042845,6,street,0,0,0
109,NOR,McLaren,12.0,0.0,Monaco,2019.0,19.0,71.724,0.0,80.28735,6.080128,2.900766,25.026,1.0,0.0,0.0,47.0,31.0,0.0,Renault,True,112.95395760817274,296,7370.121855279169,12426,34.79310637575346,3.390214223052325,20.774259274980896,6,street,0,0,0
110,HAM,Mercedes,1.0,25.0,Monaco,2019.0,33.0,70.166,0.0,79.564727,8.389065,2.178142,24.266,1.0,0.0,0.0,67.0,11.0,0.0,Mercedes,True,113.17876446783823,294,6881.035628378188,13098,35.877974927130204,0.3339276112856213,21.300619747007385,6,street,0,0,0
111,VET,Ferrari,4.0,18.0,Monaco,2019.0,32.0,70.947,0.0,79.557454,8.17787,2.17087,24.483,1.0,67.0,0.0,0.0,11.0,0.0,Ferrari,True,113.12697738913886,296,7072.514531510881,12871,46.46393298808614,8.922658969352238,30.63927328296121,6,street,0,0,0
112,SAI,McLaren,9.0,8.0,Monaco,2019.0,25.0,71.417,0.0,80.156077,6.51801,2.769493,23.795,1.0,0.0,0.0,48.0,30.0,0.0,Renault,True,112.49987265472453,294,7110.370857741178,12121,34.035486883436626,0.1754534906754959,21.09403741121204,6,street,0,0,0
113,RUS,Williams,19.0,0.0,Monaco,2019.0,20.0,73.477,0.0,80.740026,6.152818,3.33121,26.165,1.0,67.0,0.0,10.0,0.0,0.0,Mercedes,True,111.69957834564336,290,7277.490647196989,12626,34.8033505956929,0.44429351671053,23.397571950080653,6,street,0,0,0
114,RAI,AlfaRomeoRacing,14.0,0.0,Monaco,2019.0,39.0,71.993,0.0,81.069421,6.029244,3.660605,26.299,1.0,0.0,0.0,31.0,46.0,0.0,Ferrari,True,111.71273735744404,291,7145.514644706682,13027,42.625067210006506,8.619860203186462,31.94668477799474,6,street,0,0,0
115,BOT,Mercedes,2.0,15.0,Monaco,2019.0,29.0,70.252,0.0,79.594545,8.680286,2.207961,24.903,2.0,66.0,0.0,1.0,11.0,0.0,Mercedes,True,113.13764609332992,292,7112.895152389847,13344,34.06200299968871,0.3678863514163624,21.343068172170813,6,street,0,0,0
116,GRO,HaasF1Team,13.0,1.0,Monaco,2019.0,33.0,71.837,0.0,80.155376,6.283864,2.768792,24.219,1.0,0.0,0.0,28.0,50.0,0.0,Ferrari,True,113.240003395874,288,7339.50137249908,13045,31.96083425304921,17.35291620680873,20.73464074482837,6,street,0,0,0
117,KUB,Williams,20.0,0.0,Monaco,2019.0,34.0,73.751,0.0,81.4475,6.520567,4.038684,23.946,1.0,56.0,0.0,21.0,0.0,0.0,Mercedes,True,111.55805529614852,295,7201.534227580157,12705,34.86504230693041,19.594193055437643,26.29821433624813,6,street,0,0,0
118,GIO,AlfaRomeoRacing,18.0,0.0,Monaco,2019.0,25.0,71.976,0.0,81.554133,7.046792,4.126253,35.651,1.0,0.0,0.0,32.0,44.0,0.0,Ferrari,True,110.36324532359848,296,7171.451283357387,12818,43.35651017347256,9.50844723660752,32.17024648385545,6,street,0,0,0
119,GAS,RedBullRacing,5.0,4.0,Canada,2019.0,22.0,71.079,0.0,77.580323,2.151928,1.875602,23.485,1.0,62.0,0.0,0.0,7.0,0.0,Honda,False,146.0579612305912,335,7635.287748738226,12632,46.77587038287202,35.52255119426496,15.051274632719323,7,street,0,0,0
120,PER,RacingPoint,15.0,0.0,Canada,2019.0,29.0,72.197,0.0,77.987104,2.387334,2.27497,24.076,1.0,58.0,0.0,11.0,0.0,0.0,Mercedes,False,146.0363905230334,336,7634.330086475713,13250,47.798405503584405,0.5111389719355772,16.822580126659595,7,street,0,0,0
121,LEC,Ferrari,3.0,15.0,Canada,2019.0,21.0,70.92,0.0,76.352405,2.351712,0.660536,23.732,1.0,37.0,0.0,33.0,0.0,0.0,Ferrari,False,148.49390812357348,330,7494.802938245411,12233,57.53293470922944,6.776609766290545,22.84051821133507,7,street,0,0,0
122,STR,RacingPoint,17.0,2.0,Canada,2019.0,20.0,72.266,0.0,77.759735,2.113704,2.055014,23.727,1.0,45.0,0.0,24.0,0.0,0.0,Mercedes,False,146.0433342977465,339,7645.530684411869,13122,46.00974057286141,1.803452599093452,14.794097791493876,7,street,0,0,0
123,MAG,HaasF1Team,0.0,0.0,Canada,2019.0,27.0,71.786,0.0,79.251268,2.186537,3.507343,24.381,1.0,39.0,0.0,29.0,0.0,0.0,Ferrari,False,142.1935577201273,332,7401.2742148069565,12743,63.60021860031504,19.58401645931784,34.10164914649435,7,street,0,0,0
124,ALB,ToroRosso,13.0,0.0,Canada,2019.0,23.0,72.02,0.0,78.621706,1.097808,2.721431,37.95,1.0,59.0,0.0,1.0,0.0,0.0,Honda,False,125.527598289774,331,6528.326807470988,12607,50.92384350789212,9.145851416079982,23.939949207573857,7,street,1,0,0
125,KVY,ToroRosso,10.0,1.0,Canada,2019.0,25.0,71.921,0.0,77.835867,2.275333,2.131147,23.825,1.0,57.0,0.0,12.0,0.0,0.0,Honda,False,146.09261580994632,332,7499.109428745942,12519,50.0419519722249,1.6941524415726363,16.09284083968239,7,street,0,0,0
126,HUL,Renault,7.0,6.0,Canada,2019.0,31.0,71.324,0.0,77.422485,2.158843,1.717764,24.03,1.0,53.0,0.0,0.0,16.0,0.0,Renault,False,146.2863985598097,329,7449.716044620182,12342,49.10441379753753,0.8872601022277944,14.340823608834024,7,street,0,0,0
127,RIC,Renault,4.0,8.0,Canada,2019.0,30.0,71.071,0.0,77.439367,2.148049,1.734647,23.927,1.0,61.0,0.0,0.0,8.0,0.0,Renault,False,146.14832674317677,334,7533.30748706079,12237,49.084771916288936,0.707236313369981,13.550004822065771,7,street,0,0,0
128,VER,RedBullRacing,9.0,10.0,Canada,2019.0,21.0,71.619,0.0,77.058382,2.123788,1.362514,23.426,1.0,48.0,0.0,22.0,0.0,0.0,Honda,False,148.05786478927573,333,7535.510753206674,12655,46.99585302343524,36.40981129649275,14.520847397691838,7,street,0,0,0
129,NOR,McLaren,8.0,0.0,Canada,2019.0,19.0,71.735,0.0,79.740857,3.051529,2.942714,0.0,0.0,0.0,0.0,0.0,8.0,0.0,Renault,False,18.64223486675025,316,1114.7084579033658,12043,50.24168193654162,42.379528723438455,44.85485582023338,7,street,1,0,0
130,HAM,Mercedes,2.0,25.0,Canada,2019.0,33.0,70.446,0.0,76.305304,2.287589,0.613434,23.662,1.0,42.0,0.0,28.0,0.0,0.0,Mercedes,False,148.32172822837305,331,7567.780306683383,12993,48.58195904458803,0.1671649467965409,15.527051788986402,7,street,0,0,0
131,VET,Ferrari,1.0,18.0,Canada,2019.0,32.0,70.24,0.0,76.303275,2.256919,0.611405,23.782,1.0,44.0,0.0,26.0,0.0,0.0,Ferrari,False,148.3369981033208,327,7689.409489825442,12924,57.37216703635838,7.4742019481145725,22.79229755360529,7,street,0,0,0
132,SAI,McLaren,11.0,0.0,Canada,2019.0,25.0,71.572,0.0,77.861102,2.340848,2.156382,24.727,1.0,65.0,0.0,0.0,4.0,0.0,Renault,False,145.99627093580224,335,7418.734786382486,12214,49.785514514417976,0.6847333397627543,16.03497605040666,7,street,0,0,0
133,RUS,Williams,18.0,0.0,Canada,2019.0,20.0,73.617,0.0,79.210044,2.602962,3.466119,23.686,1.0,59.0,0.0,9.0,0.0,0.0,Mercedes,False,144.04632397852572,332,7601.993731314496,12744,47.743755424824,0.9258366284116116,17.947728807020926,7,street,0,0,0
134,RAI,AlfaRomeoRacing,16.0,0.0,Canada,2019.0,39.0,72.23,0.0,78.285279,3.333469,2.580558,25.004,2.0,52.0,0.0,6.0,11.0,0.0,Ferrari,False,146.29430674767738,334,7554.306072588163,12956,56.03822290802713,6.535506477641688,21.850387372617096,7,street,0,0,0
135,BOT,Mercedes,6.0,12.0,Canada,2019.0,29.0,71.095,1.0,76.979768,2.948002,1.287898,23.725,2.0,37.0,0.0,30.0,3.0,0.0,Mercedes,False,147.92477577394155,338,7667.39962066416,13213,49.07323110553895,0.3761211302922171,15.449898736618769,7,street,0,0,0
136,GRO,HaasF1Team,14.0,0.0,Canada,2019.0,33.0,72.109,0.0,78.263411,2.502981,2.558691,24.071,1.0,35.0,0.0,34.0,0.0,0.0,Ferrari,False,146.54171086893626,331,7639.900118944289,12805,45.24618253126306,36.87594432121388,14.977336290867008,7,street,0,0,0
137,KUB,Williams,19.0,0.0,Canada,2019.0,34.0,74.393,0.0,80.04459,3.361899,4.286969,24.1645,2.0,58.0,0.0,9.0,0.0,0.0,Mercedes,False,141.97502169929598,331,7546.437264924293,12687,47.8569775291735,0.3921946828688076,17.50409875590703,7,street,0,0,0
138,GIO,AlfaRomeoRacing,12.0,0.0,Canada,2019.0,25.0,72.122,0.0,78.296602,2.551945,2.591882,23.884,1.0,33.0,0.0,36.0,0.0,0.0,Ferrari,False,146.3516893303758,330,7552.386954704729,12653,56.83090622689427,7.67994342109493,22.477255923104124,7,street,0,0,0
139,GAS,RedBullRacing,9.0,1.0,France,2019.0,22.0,90.184,0.0,97.614921,3.375346,2.816686,30.228,1.0,35.0,0.0,0.0,17.0,0.0,Honda,False,154.8482028346871,332,7723.511526192903,12883,46.61235160643231,0.0032885001150975,12.943536453023777,8,race,0,0,0
140,PER,RacingPoint,14.0,0.0,France,2019.0,29.0,90.738,0.0,97.663862,4.138827,2.865627,37.286,1.0,34.0,0.0,18.0,0.0,0.0,Mercedes,False,154.51442007300471,336,7639.790029267651,13283,46.02479529086784,33.89128218619488,15.544740044065902,8,race,0,0,0
141,LEC,Ferrari,3.0,15.0,France,2019.0,21.0,88.965,0.0,95.879403,3.37162,1.12075,30.203,1.0,32.0,0.0,21.0,0.0,0.0,Ferrari,False,157.61346969647144,333,7548.452431845835,12155,54.68663882403236,4.166529645828538,18.751027656285967,8,race,0,0,0
142,STR,RacingPoint,17.0,0.0,France,2019.0,20.0,91.726,0.0,97.67998,3.558107,2.881745,30.849,1.0,39.0,0.0,13.0,0.0,0.0,Mercedes,False,154.66953862343385,341,7793.788253477589,13267,44.62077016672696,8.000920780032228,14.068203492387122,8,race,0,0,0
143,MAG,HaasF1Team,15.0,0.0,France,2019.0,27.0,91.166,0.0,98.412862,3.387573,3.614627,30.832,1.0,36.0,0.0,16.0,0.0,0.0,Ferrari,False,154.64365812752803,341,7577.916669407084,12733,48.88838830609359,2.545299089085468,18.18869413660429,8,race,0,0,0
144,ALB,ToroRosso,11.0,0.0,France,2019.0,23.0,90.461,0.0,97.959509,3.430919,3.161274,30.279,1.0,27.0,0.0,25.0,0.0,0.0,Honda,False,153.9746456641126,339,7586.422901114802,12431,47.74741030615936,0.006577000230195,15.222467032786346,8,race,0,0,0
145,KVY,ToroRosso,19.0,0.0,France,2019.0,25.0,91.564,0.0,97.851705,3.566297,3.05347,30.233,1.0,32.0,0.0,20.0,0.0,0.0,Honda,False,154.6005458910191,346,7658.249860238745,12568,47.49505080732678,0.006577000230195,12.982998454404946,8,race,0,0,0
146,HUL,Renault,13.0,4.0,France,2019.0,31.0,90.544,0.0,97.437509,3.341129,2.639274,30.884,1.0,34.0,0.0,18.0,0.0,0.0,Renault,False,154.90907297181755,338,7659.215561182545,12344,48.24821598868756,0.2597915090927028,12.831727449110462,8,race,0,0,0
147,RIC,Renault,8.0,0.0,France,2019.0,30.0,89.918,0.0,97.42947,3.313181,2.631235,31.031,1.0,36.0,0.0,16.0,0.0,0.0,Renault,False,154.63573284225066,337,7764.229044033016,12311,48.41329869446545,38.712223354927815,11.762964911703772,8,race,0,0,0
148,VER,RedBullRacing,4.0,12.0,France,2019.0,21.0,89.409,0.0,96.156365,3.35383,1.397711,30.118,1.0,33.0,0.0,20.0,0.0,0.0,Honda,False,157.09944424348055,330,7693.366700647834,12749,48.09464303331251,0.0032885001150975,13.38419546844684,8,race,0,0,0
149,NOR,McLaren,5.0,2.0,France,2019.0,19.0,89.418,0.0,97.534392,3.199033,2.736156,30.576,1.0,34.0,0.0,18.0,0.0,0.0,Renault,False,154.3826169883916,339,7663.598178170936,12239,47.82873491400572,0.0032885001150975,13.423657469828012,8,race,0,0,0
150,HAM,Mercedes,1.0,25.0,France,2019.0,33.0,88.319,0.0,95.560903,3.17159,0.80225,30.186,1.0,29.0,0.0,24.0,0.0,0.0,Mercedes,False,157.36702949784603,330,7515.387549738564,13111,48.140484724916966,0.006577000230195,12.17402742609096,8,race,0,0,0
151,VET,Ferrari,7.0,10.0,France,2019.0,32.0,89.506,1.0,96.648653,4.463512,1.89,30.256,2.0,26.0,0.0,25.0,2.0,0.0,Ferrari,False,157.40175605906146,343,7592.271005294485,12575,57.29455095530928,6.593442730770496,20.43473971521589,8,race,0,0,0
152,SAI,McLaren,6.0,8.0,France,2019.0,25.0,89.522,0.0,97.30025,3.128743,2.541596,29.92,1.0,34.0,0.0,19.0,0.0,0.0,Renault,False,156.19898714196455,325,7601.198395211943,12199,48.79538952283863,0.0032885001150975,13.46640797132428,8,race,0,0,0
153,RUS,Williams,20.0,0.0,France,2019.0,20.0,92.789,0.0,99.95204,5.094299,5.13452,34.722,2.0,8.0,0.0,43.0,0.0,0.0,Mercedes,False,151.4804169818146,338,7697.055871616955,12818,46.50606728271236,0.006577000230195,15.094215528297545,8,race,0,0,0
154,RAI,AlfaRomeoRacing,12.0,6.0,France,2019.0,39.0,90.533,0.0,97.438843,3.12977,2.640607,29.975,1.0,31.0,0.0,21.0,0.0,0.0,Ferrari,False,154.53000756355027,342,7607.47170245651,12676,55.61310796145878,6.876253740668881,21.46075175112631,8,race,0,0,0
155,BOT,Mercedes,2.0,18.0,France,2019.0,29.0,88.605,0.0,95.879235,3.507236,1.143843,30.412,1.0,30.0,0.0,23.0,0.0,0.0,Mercedes,False,157.58831267059094,317,7561.987174849551,12911,48.30372587063041,0.006577000230195,13.01917195567102,8,race,0,0,0
156,GRO,HaasF1Team,16.0,0.0,France,2019.0,33.0,91.626,0.0,98.359093,3.40715,3.450116,30.837,1.0,31.0,0.0,14.0,0.0,0.0,Ferrari,False,132.0935907132757,333,6652.291065145188,12878,49.0337400111809,8.934854812719918,21.69423525929823,8,race,0,1,0
157,KUB,Williams,18.0,0.0,France,2019.0,34.0,93.205,0.0,99.79528,3.243212,4.97776,29.792,1.0,27.0,0.0,24.0,0.0,0.0,Mercedes,False,151.67516195863067,332,7526.836956164293,12633,48.350981617284354,0.5557565194514782,15.73218455062646,8,race,0,0,0
158,GIO,AlfaRomeoRacing,10.0,0.0,France,2019.0,25.0,90.408,0.0,98.37649,4.631917,3.578254,31.2695,2.0,27.0,0.0,18.0,7.0,0.0,Ferrari,False,154.2785688447499,337,7680.744911046072,12955,55.98750369956263,7.510934262882698,21.64819625768687,8,race,0,0,0
159,GAS,RedBullRacing,8.0,6.0,Austria,2019.0,22.0,63.988,0.0,70.318623,2.318797,1.695521,22.239,1.0,45.0,0.0,0.0,25.0,0.0,Honda,False,157.4912475594156,326,7610.373325254158,12752,48.99861980744631,41.10954016023699,12.889651922170604,9,race,0,0,0
160,PER,RacingPoint,13.0,0.0,Austria,2019.0,29.0,64.789,0.0,70.543115,2.230237,1.920014,22.33,1.0,42.0,0.0,28.0,0.0,0.0,Mercedes,False,157.7346327341278,329,7884.578906618191,13412,49.60620750016832,0.2928701272470208,15.316771022689018,9,race,0,0,0
161,LEC,Ferrari,1.0,18.0,Austria,2019.0,21.0,63.003,0.0,69.3285,2.258417,0.714028,21.878,1.0,49.0,0.0,0.0,22.0,0.0,Ferrari,False,160.33952736820845,323,7591.484077290783,12650,55.4613546084966,2.753652460782334,17.259139567764088,9,race,0,0,0
162,STR,RacingPoint,14.0,0.0,Austria,2019.0,20.0,64.832,0.0,70.697338,2.2768,2.066897,21.982,1.0,45.0,0.0,25.0,0.0,0.0,Mercedes,False,157.7247020803878,329,8032.32548980004,13344,47.55830471958527,13.43836262034606,13.754797010704907,9,race,0,0,0
163,MAG,HaasF1Team,10.0,0.0,Austria,2019.0,27.0,64.072,0.0,71.791205,3.687379,3.157441,20.592,3.0,51.0,0.0,0.0,18.0,0.0,Ferrari,False,155.73241096074867,314,7746.567764088063,12986,50.159294418635966,1.487914899346933,15.111425301285935,9,race,0,0,0
164,ALB,ToroRosso,18.0,0.0,Austria,2019.0,23.0,64.665,0.0,70.675086,2.419022,2.051985,21.225,1.0,35.0,0.0,35.0,0.0,0.0,Honda,False,157.5527839493705,326,7524.939843802599,12610,50.41530330572948,42.27092169932,14.862317376960885,9,race,0,0,0
165,KVY,ToroRosso,16.0,0.0,Austria,2019.0,25.0,65.324,0.0,71.112529,2.73473,2.481426,25.091,1.0,38.0,0.0,32.0,0.0,0.0,Honda,False,157.62418366659935,322,7724.979263448462,13106,51.7374604457012,0.2188110146098431,12.364505487106982,9,race,0,0,0
166,HUL,Renault,15.0,0.0,Austria,2019.0,31.0,64.516,0.0,70.575086,2.175981,1.951985,21.985,1.0,44.0,0.0,26.0,0.0,0.0,Renault,False,157.91826567023497,324,7710.804887901434,12387,51.04605130276712,0.0201979398101393,12.606880764828654,9,race,0,0,0
167,RIC,Renault,12.0,0.0,Austria,2019.0,30.0,64.647,0.0,70.539318,2.527034,1.916217,22.305,1.0,0.0,0.0,46.0,24.0,0.0,Renault,False,157.75843263987073,328,7846.864741129738,12450,51.78374739109944,0.1716824883861846,12.034605803541371,9,race,0,0,0
168,VER,RedBullRacing,2.0,25.0,Austria,2019.0,21.0,63.439,1.0,69.217042,2.209219,0.602571,21.11,1.0,40.0,0.0,31.0,0.0,0.0,Honda,False,159.7185417087457,331,7619.5877600484755,12923,49.56736012926682,0.4005924729010974,13.283511748468324,9,race,0,0,0
169,NOR,McLaren,5.0,8.0,Austria,2019.0,19.0,64.099,0.0,70.249985,2.324817,1.626884,21.547,1.0,0.0,0.0,45.0,25.0,0.0,Renault,False,157.21261697973475,324,7605.046556251263,12002,51.58196997239615,0.4241567360129266,14.300141385578671,9,race,0,0,0
170,HAM,Mercedes,4.0,10.0,Austria,2019.0,33.0,63.262,0.0,69.584085,3.206176,0.969614,30.067,1.0,41.0,0.0,30.0,0.0,0.0,Mercedes,False,160.03531273143471,315,7664.306133441056,12939,48.6930249781189,0.0807917592405574,11.674409210260553,9,race,0,0,0
171,VET,Ferrari,9.0,12.0,Austria,2019.0,32.0,63.667,0.0,69.500957,3.382246,0.886485,23.7435,2.0,29.0,0.0,0.0,42.0,0.0,Ferrari,False,160.09651248905945,331,7689.668013195987,12885,61.878139096478826,9.24392378644045,22.92802800780987,9,race,0,0,0
172,SAI,McLaren,19.0,4.0,Austria,2019.0,25.0,64.453,0.0,70.420376,2.203847,1.797275,21.266,1.0,29.0,0.0,41.0,0.0,0.0,Renault,False,157.23692183397293,333,7570.289234498081,12320,50.71211203123948,0.2726721874368814,15.02053457214031,9,race,0,0,0
173,RUS,Williams,0.0,0.0,Austria,2019.0,20.0,65.904,0.0,71.395955,2.408452,2.762191,22.772,1.0,42.0,0.0,27.0,0.0,0.0,Mercedes,False,153.21079916515183,328,7698.807008685114,12746,55.36834309567091,6.35225207028883,21.197737830741264,9,race,0,0,0
174,RAI,AlfaRomeoRacing,6.0,2.0,Austria,2019.0,39.0,64.056,0.0,70.536304,2.245899,1.913202,21.709,1.0,47.0,0.0,0.0,23.0,0.0,Ferrari,False,157.97781592944187,320,7700.30596512489,12797,61.2774860297583,9.981148589510536,24.998316838349155,9,race,0,0,0
