,Abbreviation,TeamName,GridPosition,Points,RaceCountry,Year,AgeAtGP,BestQualiTime,FLap,SDLapTime,AvgPitTime,PitstopNo,HARD,INTERMEDIATE,MEDIUM,SOFT,WET,Engine,Rain,AverageSpeed,MaxSpeed,MaxRPM,AverageThrottle,MaxThrottlePct,Brake,raceID,CircuitType,carIssue,driverIssue
938,MSC,HaasF1Team,17.0,0.0,Netherlands,2021.0,22.0,71.387,0.0,5.505994,30.0755,2.0,26.0,0.0,39.0,4.0,0.0,Ferrari,False,119.7122937841565,324,12637,44.21331528678687,10.02860207365034,23.926145359824304,49,race,0,0
939,VET,AstonMartin,15.0,0.0,Netherlands,2021.0,34.0,70.731,0.0,3.412979,18.6725,2.0,34.0,0.0,26.0,10.0,0.0,Mercedes,False,120.99923387302722,330,13197,50.38809438684304,12.633433781091984,27.59333980285,49,race,0,0
940,SAI,Ferrari,6.0,6.0,Netherlands,2021.0,27.0,69.537,0.0,2.492101,20.327,1.0,40.0,0.0,0.0,31.0,0.0,Ferrari,False,122.84393993564534,319,12738,51.23808672557332,10.856019204249453,25.246437509576587,49,race,0,0
941,LAT,Williams,0.0,0.0,Netherlands,2021.0,26.0,70.093,0.0,2.416618,20.646,1.0,47.0,0.0,23.0,0.0,0.0,Mercedes,False,121.02860207365032,331,13098,45.77220491342765,8.187343582409724,24.378160273762703,49,race,0,0
942,RUS,Williams,11.0,0.0,Netherlands,2021.0,22.0,70.332,0.0,6.202478,22.0835,2.0,41.0,0.0,27.0,1.0,0.0,Mercedes,False,117.61019459625108,328,13079,50.995224475203024,14.52065989069922,28.969814597272585,49,race,1,0
943,BOT,Mercedes,3.0,15.0,Netherlands,2021.0,32.0,69.222,0.0,3.411705,20.3015,2.0,0.0,0.0,36.0,36.0,0.0,Mercedes,False,124.38007559119464,324,12503,49.3352571632872,9.063282087951375,22.12830073037438,49,race,0,0
944,KUB,AlfaRomeoRacing,16.0,0.0,Netherlands,2021.0,37.0,71.301,0.0,2.643928,19.708,1.0,30.0,0.0,40.0,0.0,0.0,Ferrari,False,122.6388222074672,332,12888,41.277057050921904,3.452678890648144,18.1980693600286,49,race,0,0
945,MAZ,HaasF1Team,18.0,0.0,Netherlands,2021.0,22.0,71.875,0.0,3.089528,19.999,1.0,8.0,0.0,33.0,0.0,0.0,Ferrari,False,72.58253741253384,323,12526,58.49351345829716,35.76536084580418,45.44920578170489,49,race,1,0
946,GIO,AlfaRomeoRacing,7.0,0.0,Netherlands,2021.0,27.0,69.59,0.0,3.231692,19.546,2.0,37.0,0.0,6.0,27.0,0.0,Ferrari,False,122.78369681801932,330,12719,41.62311660452526,2.7810409111803462,17.554522702895962,49,race,0,0
947,GAS,AlphaTauri,0.0,0.0,Italy,2021.0,25.0,80.26,0.0,14.26093,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,False,13.979748546708125,333,12938,95.53994862782208,87.61660132486143,89.2334730296066,50,race,1,0
948,PER,RedBullRacing,8.0,10.0,Italy,2021.0,31.0,80.611,0.0,12.931353,23.906,1.0,27.0,0.0,26.0,0.0,0.0,Honda,False,132.59721508719753,351,12896,38.6258753548736,30.609706637826147,12.304988508854942,50,race,0,0
949,ALO,Alpine,10.0,4.0,Italy,2021.0,40.0,81.069,0.0,11.283373,24.797,1.0,28.0,0.0,25.0,0.0,0.0,Renault,False,132.46021360010815,343,12351,50.01165337298905,9.782344193591996,18.76706773016088,50,race,0,0
950,LEC,Ferrari,5.0,12.0,Italy,2021.0,23.0,80.51,0.0,3.722414,24.557,1.0,27.0,0.0,26.0,0.0,0.0,Ferrari,False,137.23209409219953,349,12585,58.75855076382317,15.987562525348114,28.53048533189131,50,race,0,0
951,STR,AstonMartin,9.0,6.0,Italy,2021.0,22.0,81.02,0.0,11.454857,24.846,1.0,28.0,0.0,25.0,0.0,0.0,Mercedes,False,132.65345410301472,338,13108,53.06781127484116,12.169798566986616,24.274705961876435,50,race,0,0
952,RIC,McLaren,2.0,25.0,Italy,2021.0,32.0,79.995,1.0,4.651258,23.812,1.0,31.0,0.0,22.0,0.0,0.0,Mercedes,False,134.80475868595377,351,13151,52.95928078950926,13.14046234960119,20.992294173313507,50,race,0,0
953,OCO,Alpine,12.0,1.0,Italy,2021.0,24.0,81.103,0.0,11.176541,30.333,1.0,27.0,0.0,26.0,0.0,0.0,Renault,False,132.39151007165066,356,12479,49.53294578883331,9.852642963363524,20.597539543058,50,race,0,0
954,VER,RedBullRacing,1.0,0.0,Italy,2021.0,23.0,79.966,0.0,5.673243,32.456,1.0,2.0,0.0,23.0,0.0,0.0,Honda,False,65.44361227524672,341,12523,64.11112613221576,42.66594565364337,48.603487900500205,50,race,1,0
955,NOR,McLaren,3.0,18.0,Italy,2021.0,21.0,79.989,0.0,9.524751,24.168,1.0,29.0,0.0,24.0,0.0,0.0,Mercedes,False,134.75730701635797,348,13007,49.17896444504529,9.97972150871975,20.47857239421387,50,race,0,0
956,HAM,Mercedes,4.0,0.0,Italy,2021.0,36.0,79.651,0.0,0.95048,25.619,1.0,25.0,0.0,0.0,0.0,0.0,Mercedes,False,78.89560632688928,354,13136,65.67265107476004,43.2851155874003,49.34432878193862,50,race,1,0
957,MSC,HaasF1Team,18.0,0.0,Italy,2021.0,22.0,82.248,0.0,10.495197,24.714,1.0,30.0,0.0,23.0,0.0,0.0,Ferrari,False,135.18134378802216,345,12441,48.941841287008245,10.144653237799108,21.33026902798432,50,race,0,0
958,VET,AstonMartin,11.0,0.0,Italy,2021.0,34.0,80.913,0.0,12.547605,25.542,2.0,4.0,0.0,49.0,0.0,0.0,Mercedes,False,132.5706367446262,362,13055,53.43374340949033,12.743003920508317,24.847911315398136,50,race,0,0
959,SAI,Ferrari,6.0,8.0,Italy,2021.0,27.0,80.462,0.0,12.737731,24.283,1.0,27.0,0.0,26.0,0.0,0.0,Ferrari,False,137.26954170609707,343,12730,55.33489252399622,12.169798566986616,24.44774908746789,50,race,0,0
960,LAT,Williams,13.0,0.0,Italy,2021.0,26.0,81.925,0.0,9.81962,24.168,1.0,30.0,0.0,23.0,0.0,0.0,Mercedes,False,134.6407462484791,347,12887,52.67524672164391,12.202244153035014,23.86643233743409,50,race,0,0
961,RUS,Williams,14.0,2.0,Italy,2021.0,22.0,81.392,0.0,10.861632,24.156,1.0,27.0,0.0,26.0,0.0,0.0,Mercedes,False,134.7195079086116,352,13247,54.62609165878059,14.170609706637826,25.4562660538056,50,race,0,0
962,BOT,Mercedes,19.0,15.0,Italy,2021.0,32.0,79.555,0.0,12.690199,24.308,1.0,26.0,0.0,27.0,0.0,0.0,Mercedes,False,135.0781397863999,359,13009,48.02490198729215,7.849128024874949,19.96485061511424,50,race,0,0
963,KUB,AlfaRomeoRacing,17.0,0.0,Italy,2021.0,37.0,82.53,0.0,10.497236,24.501,1.0,26.0,0.0,27.0,0.0,0.0,Ferrari,False,137.24204407192104,344,12721,42.65553602811951,2.0089225361633094,13.554143571718264,50,race,0,0
964,MAZ,HaasF1Team,16.0,0.0,Italy,2021.0,22.0,82.716,0.0,11.794702,26.883667,3.0,11.0,0.0,24.0,6.0,0.0,Ferrari,False,106.46846018656213,356,12835,55.74592402325267,23.83128295254833,34.0273083682574,50,race,1,0
965,GIO,AlfaRomeoRacing,7.0,0.0,Italy,2021.0,27.0,80.726,0.0,12.62169,33.8705,2.0,24.0,0.0,29.0,0.0,0.0,Ferrari,False,137.34843855617143,360,12953,42.839502501013925,1.6493172907935651,14.092199540354198,50,race,0,0
966,GAS,AlphaTauri,11.0,0.0,Russia,2021.0,25.0,106.641,0.0,6.197801,30.6345,2.0,33.0,2.0,17.0,0.0,0.0,,False,122.99558521300078,339,13060,42.3871057772816,2.2048562656991346,14.84535559333215,51,street,0,0
967,PER,RedBullRacing,8.0,2.0,Russia,2021.0,31.0,105.337,0.0,9.229198,34.1695,2.0,36.0,3.0,14.0,0.0,0.0,Honda,False,125.23756121076802,331,12964,39.793240808870166,31.991982340852005,14.515515185344938,51,street,0,0
968,ALO,Alpine,6.0,8.0,Russia,2021.0,40.0,104.204,0.0,8.35885,30.4295,2.0,36.0,3.0,14.0,0.0,0.0,Renault,False,125.35599928957453,339,12549,49.65805698627357,8.091238931317077,19.95788191713394,51,street,0,0
969,LEC,Ferrari,19.0,0.0,Russia,2021.0,23.0,108.47,0.0,8.31721,32.2485,2.0,35.0,1.0,16.0,0.0,0.0,Ferrari,False,125.3399893436176,344,12718,59.24776089107655,16.77619059701114,32.04272701900388,51,street,0,0
970,STR,AstonMartin,7.0,0.0,Russia,2021.0,22.0,104.956,0.0,8.664971,36.6825,2.0,36.0,5.0,12.0,0.0,0.0,Mercedes,False,125.24867429528328,328,13203,40.93598558851141,26.93781239692487,13.89896734579961,51,street,0,0
971,TSU,AlphaTauri,12.0,0.0,Russia,2021.0,21.0,106.751,0.0,11.825429,30.688,3.0,34.0,3.0,13.0,2.0,0.0,,False,122.88163803821074,339,12725,41.12853626975871,1.2813031233349403,13.949712023951488,51,street,0,0
972,RIC,McLaren,5.0,12.0,Russia,2021.0,32.0,104.156,0.0,7.347889,32.3165,2.0,26.0,5.0,22.0,0.0,0.0,Mercedes,False,125.24720269961688,331,12860,51.25189658234593,10.384898383782,21.81259990358512,51,street,0,0
973,OCO,Alpine,9.0,0.0,Russia,2021.0,24.0,105.865,0.0,6.861774,31.5825,2.0,35.0,2.0,15.0,0.0,0.0,Renault,False,123.07512749600386,328,12792,40.74353639662041,0.1420850988252607,13.368685459112475,51,street,0,0
974,VER,RedBullRacing,20.0,18.0,Russia,2021.0,23.0,119.522,0.0,6.086132,30.2975,2.0,26.0,5.0,22.0,0.0,0.0,Honda,False,125.28927003780478,340,12784,50.417349605460124,11.364270672113262,26.05231776317459,51,street,0,0
975,NOR,McLaren,1.0,6.0,Russia,2021.0,21.0,101.993,1.0,6.853615,31.247,2.0,23.0,2.0,28.0,0.0,0.0,Mercedes,False,125.27594955978992,332,13145,47.57029406540989,6.416664552305076,18.975972394895084,51,street,0,0
976,HAM,Mercedes,4.0,25.0,Russia,2021.0,36.0,104.05,0.0,6.149204,29.9615,2.0,23.0,4.0,26.0,0.0,0.0,Mercedes,False,125.4405652957146,342,12988,50.83266942379418,8.591074011113085,22.31243498338112,51,street,0,0
977,MSC,HaasF1Team,14.0,0.0,Russia,2021.0,22.0,109.83,0.0,3.944274,29.996,1.0,12.0,0.0,20.0,0.0,0.0,Ferrari,False,79.31281556846726,336,12688,60.1599725978738,33.73759926927664,43.15073706645016,51,street,1,0
978,VET,AstonMartin,10.0,0.0,Russia,2021.0,34.0,106.573,0.0,6.132801,30.685,2.0,24.0,2.0,26.0,0.0,0.0,Mercedes,False,123.1243244614721,333,12658,53.42645827518839,11.985892979473778,26.009184786745493,51,street,0,0
979,SAI,Ferrari,2.0,15.0,Russia,2021.0,27.0,102.51,0.0,7.246239,30.696,2.0,34.0,5.0,14.0,0.0,0.0,Ferrari,False,127.67533554918428,333,12754,56.18473600081192,13.302717377515034,27.37929109684622,51,street,0,0
980,LAT,Williams,18.0,0.0,Russia,2021.0,26.0,108.252,0.0,6.264006,30.056,1.0,34.0,0.0,13.0,0.0,0.0,Mercedes,False,107.6416664552305,340,13111,55.46081242229721,18.991195798340648,30.90858346230939,51,street,0,1
981,RUS,Williams,3.0,1.0,Russia,2021.0,22.0,102.983,0.0,7.112151,31.373,2.0,34.0,6.0,13.0,0.0,0.0,Mercedes,False,122.9791185649405,310,12921,53.74505873696496,12.511100398345723,25.51949864257986,51,street,0,0
982,RAI,AlfaRomeoRacing,13.0,4.0,Russia,2021.0,41.0,109.586,0.0,6.547897,30.1165,2.0,32.0,6.0,15.0,0.0,0.0,Ferrari,False,127.44787252936848,332,12751,45.05663106081749,3.120797706340548,16.753355491842793,51,street,0,0
983,BOT,Mercedes,16.0,10.0,Russia,2021.0,32.0,104.71,0.0,5.489646,29.7525,2.0,28.0,6.0,19.0,0.0,0.0,Mercedes,False,125.17230355466472,338,12781,40.49549640981402,0.040595742521503,14.987440692157412,51,street,0,0
984,MAZ,HaasF1Team,15.0,0.0,Russia,2021.0,22.0,113.764,0.0,8.659155,32.029,2.0,32.0,5.0,14.0,0.0,0.0,Ferrari,False,123.25105929515642,327,12385,49.71291198335575,10.75787176819831,26.689163473980663,51,street,0,0
985,GIO,AlfaRomeoRacing,17.0,0.0,Russia,2021.0,27.0,111.023,0.0,7.793067,32.021,2.0,36.0,2.0,14.0,0.0,0.0,Ferrari,False,125.46258848603252,334,13133,40.81331032907924,30.60157815949052,13.548829066551646,51,street,0,0
986,GAS,AlphaTauri,4.0,8.0,Turkey,2021.0,25.0,83.326,0.0,3.337462,29.31,1.0,0.0,58.0,0.0,0.0,0.0,,False,124.6586896922801,312,12789,42.74413897358375,2.0318224909682545,12.319044812831484,52,race,0,0
987,PER,RedBullRacing,6.0,15.0,Turkey,2021.0,31.0,83.706,0.0,2.548837,22.463,1.0,0.0,58.0,0.0,0.0,0.0,Honda,False,124.6318634861257,320,12685,38.49493966025263,28.55568935919445,13.318301775602755,52,race,0,0
988,ALO,Alpine,5.0,0.0,Turkey,2021.0,40.0,83.477,0.0,3.553322,29.116,1.0,0.0,57.0,0.0,0.0,0.0,Renault,False,124.98021983653182,321,12548,49.66806733454611,9.131671321325168,20.979271823515848,52,race,0,0
989,LEC,Ferrari,3.0,12.0,Turkey,2021.0,23.0,83.265,0.0,2.822869,23.646,1.0,0.0,58.0,0.0,0.0,0.0,Ferrari,False,126.83850470163212,317,12542,52.25358067078327,10.945707038356094,25.20689743524046,52,race,0,0
990,STR,AstonMartin,8.0,2.0,Turkey,2021.0,22.0,84.305,0.0,4.351782,35.509,1.0,0.0,58.0,0.0,0.0,0.0,Mercedes,False,124.76517461374875,315,13171,38.10077122139947,2.344410566501832,12.137128801660303,52,race,0,0
991,TSU,AlphaTauri,9.0,0.0,Turkey,2021.0,21.0,84.054,0.0,3.312855,23.329,1.0,0.0,57.0,0.0,0.0,0.0,,False,122.77667887980732,312,12851,40.58956160803505,1.3323426170283637,13.039022265494888,52,race,0,0
992,RIC,McLaren,20.0,0.0,Turkey,2021.0,32.0,85.881,0.0,2.608946,23.028,1.0,0.0,57.0,0.0,0.0,0.0,Mercedes,False,124.80263393886597,323,12974,39.0904455661175,0.286966102129186,11.178866996336058,52,race,0,0
993,OCO,Alpine,12.0,1.0,Turkey,2021.0,24.0,84.842,0.0,1.053049,0.0,0.0,0.0,57.0,0.0,0.0,0.0,Renault,False,124.73658049142944,318,12535,49.10520382279843,9.541622895795436,22.35517179533168,52,race,0,0
994,VER,RedBullRacing,2.0,18.0,Turkey,2021.0,24.0,83.196,0.0,2.382535,22.442,1.0,0.0,58.0,0.0,0.0,0.0,Honda,False,126.6873350585462,310,12428,38.67365292474826,0.3458966409592867,13.287555407517488,52,race,0,0
995,NOR,McLaren,7.0,6.0,Turkey,2021.0,21.0,83.954,0.0,2.610797,23.239,1.0,0.0,58.0,0.0,0.0,0.0,Mercedes,False,126.75997335314766,313,13207,51.3441799687412,10.494760306438804,23.433856875656563,52,race,0,0
996,HAM,Mercedes,11.0,10.0,Turkey,2021.0,36.0,82.868,0.0,2.375093,22.684,1.0,0.0,58.0,0.0,0.0,0.0,Mercedes,False,127.0221630069948,325,12915,50.24486919982577,9.475005764944015,22.847113684696,52,race,0,0
997,MSC,HaasF1Team,14.0,0.0,Turkey,2021.0,22.0,85.2,0.0,3.078528,23.892,1.0,0.0,56.0,0.0,0.0,0.0,Ferrari,False,122.90391759973352,318,12542,44.35604294242743,9.193164057495707,23.969356119808342,52,race,0,0
998,VET,AstonMartin,10.0,0.0,Turkey,2021.0,34.0,84.795,0.0,2.853962,23.507,2.0,0.0,56.0,1.0,0.0,0.0,Mercedes,False,122.84078505726512,315,13351,39.74488201081248,5.877680698967434,14.22019523943734,52,race,0,0
999,SAI,Ferrari,19.0,4.0,Turkey,2021.0,27.0,85.177,0.0,3.491435,28.353,1.0,0.0,58.0,0.0,0.0,0.0,Ferrari,False,126.88954367265367,326,12467,51.53493556073689,10.235978375054447,24.223013656511824,52,race,0,0
1000,LAT,Williams,15.0,0.0,Turkey,2021.0,26.0,86.086,0.0,3.261208,24.104,1.0,0.0,57.0,0.0,0.0,0.0,Mercedes,False,124.768992287786,321,13068,49.22365420584693,9.323836121858106,23.854057239488583,52,race,0,0
1001,RUS,Williams,13.0,0.0,Turkey,2021.0,22.0,85.007,0.0,2.800742,23.551,1.0,0.0,57.0,0.0,0.0,0.0,Mercedes,False,122.66422403853544,322,12922,51.21545517435753,11.937277409106049,26.416254579927745,52,race,0,0
1002,RAI,AlfaRomeoRacing,17.0,0.0,Turkey,2021.0,41.0,87.525,0.0,2.694354,23.164,1.0,0.0,57.0,0.0,0.0,0.0,Ferrari,False,124.91029747111122,315,12880,42.410310282097925,3.517896948422968,18.07630223679828,52,race,0,0
1003,BOT,Mercedes,1.0,25.0,Turkey,2021.0,32.0,82.998,1.0,2.78629,22.962,1.0,0.0,58.0,0.0,0.0,0.0,Mercedes,False,125.03128442952676,320,12744,47.1668759127828,7.701965205360118,20.26698096287376,52,race,0,0
1004,MAZ,HaasF1Team,18.0,0.0,Turkey,2021.0,22.0,88.449,0.0,2.914091,23.829,1.0,0.0,56.0,0.0,0.0,0.0,Ferrari,False,122.75564323964232,314,12611,46.69030720746112,11.588818570806325,28.363524558661503,52,race,0,0
1005,GIO,AlfaRomeoRacing,16.0,0.0,Turkey,2021.0,27.0,86.43,0.0,2.637009,23.15,1.0,0.0,57.0,0.0,0.0,0.0,Ferrari,False,125.00778907991491,313,12681,47.62371569858311,8.45781342078967,22.270619283097183,52,race,0,0
1006,GAS,AlphaTauri,8.0,0.0,USA,2021.0,25.0,94.118,0.0,13.145601,23.745,1.0,4.0,0.0,10.0,0.0,0.0,,False,34.18999801646336,321,12834,50.99261132599425,38.52771992462561,42.62372309828424,53,race,1,0
1007,PER,RedBullRacing,3.0,15.0,USA,2021.0,31.0,93.134,0.0,3.915062,24.311,2.0,26.0,0.0,30.0,0.0,0.0,Honda,False,120.87317762570665,319,13012,37.520554398492514,27.561241693940296,13.061588812853318,53,race,0,0
1008,ALO,Alpine,19.0,0.0,USA,2021.0,40.0,95.756,0.0,4.679351,23.578,3.0,32.0,0.0,17.0,0.0,0.0,Renault,False,106.81285331746504,334,12611,44.16036893781612,8.405236536745015,20.217197262719427,53,race,1,0
1009,LEC,Ferrari,4.0,12.0,USA,2021.0,24.0,93.606,0.0,3.940903,23.908,2.0,44.0,0.0,12.0,0.0,0.0,Ferrari,False,122.86893781612616,324,12602,54.70155211742537,13.94178319944461,29.12327680253893,53,race,0,0
1010,STR,AstonMartin,13.0,0.0,USA,2021.0,22.0,95.983,0.0,3.827601,23.641,2.0,21.0,0.0,34.0,0.0,0.0,Mercedes,False,116.89254190221163,343,13001,37.02407517603888,17.598928890211248,14.524447089159972,53,race,0,0
1011,TSU,AlphaTauri,10.0,2.0,USA,2021.0,21.0,94.918,0.0,4.237181,23.6655,2.0,46.0,0.0,0.0,9.0,0.0,,False,118.59372210651593,321,12781,39.547803233164736,1.5893087374789248,14.053357135773084,53,race,0,0
1012,RIC,McLaren,6.0,10.0,USA,2021.0,32.0,93.808,0.0,3.941122,24.106,2.0,45.0,0.0,11.0,0.0,0.0,Mercedes,False,120.7103292670832,321,13236,46.08149856193593,8.799464445105624,20.239512049985123,53,race,0,0
1013,OCO,Alpine,11.0,0.0,USA,2021.0,24.0,95.377,0.0,8.007846,32.3595,2.0,22.0,0.0,18.0,0.0,0.0,Renault,False,88.62037588019439,323,12551,54.988743429534864,25.58762273132996,36.75741346821383,53,race,1,0
1014,VER,RedBullRacing,1.0,25.0,USA,2021.0,24.0,92.91,0.0,3.840676,23.8895,2.0,46.0,0.0,10.0,0.0,0.0,Honda,False,121.02109987107012,324,12481,46.9109392046018,9.674699990082315,21.85857383715164,53,race,0,0
1015,NOR,McLaren,7.0,4.0,USA,2021.0,21.0,93.88,0.0,4.143859,24.9665,2.0,46.0,0.0,10.0,0.0,0.0,Mercedes,False,120.7017008826738,325,13189,47.32644054348904,9.300307448180105,23.948725577705048,53,race,0,0
1016,HAM,Mercedes,2.0,18.0,USA,2021.0,36.0,93.119,1.0,4.14085,24.0785,2.0,43.0,0.0,13.0,0.0,0.0,Mercedes,False,123.0886888822771,326,12702,50.28947237925221,9.776356243181592,23.17018744421303,53,race,0,0
1017,MSC,HaasF1Team,16.0,0.0,USA,2021.0,22.0,96.499,0.0,4.15193,24.27,2.0,23.0,0.0,31.0,0.0,0.0,Ferrari,False,118.9477586035902,326,12767,44.579688584746606,10.118516314588913,25.652087672319745,53,race,0,0
1018,VET,AstonMartin,18.0,1.0,USA,2021.0,34.0,95.281,0.0,4.233997,24.413,2.0,17.0,0.0,38.0,0.0,0.0,Mercedes,False,116.975205791927,339,12781,49.42908856491124,12.744222949518994,26.376078548051176,53,race,0,0
1019,SAI,Ferrari,5.0,6.0,USA,2021.0,27.0,93.792,0.0,4.115545,25.14,2.0,45.0,0.0,0.0,11.0,0.0,Ferrari,False,122.84359813547556,332,12665,50.08288703758802,10.42596449469404,24.814043439452544,53,race,0,0
1020,LAT,Williams,14.0,0.0,USA,2021.0,26.0,95.995,0.0,5.156936,28.1315,2.0,50.0,0.0,5.0,0.0,0.0,Mercedes,False,120.71010611921056,333,13072,49.70361003669543,11.068134483784588,26.180204304274525,53,race,0,0
1021,RUS,Williams,20.0,0.0,USA,2021.0,22.0,95.73,0.0,3.892627,24.276,2.0,46.0,0.0,9.0,0.0,0.0,Mercedes,False,118.79182782901914,332,12861,50.09297828027373,12.523554497669345,26.666170782505205,53,race,0,0
1022,RAI,AlfaRomeoRacing,15.0,0.0,USA,2021.0,42.0,96.311,0.0,4.403914,24.1405,2.0,24.0,0.0,31.0,0.0,0.0,Ferrari,False,120.67259248239613,340,12810,40.88837647525538,2.71248636318556,18.2460577209164,53,race,0,0
1023,BOT,Mercedes,9.0,8.0,USA,2021.0,32.0,93.475,0.0,4.166353,24.0315,2.0,41.0,0.0,15.0,0.0,0.0,Mercedes,False,122.72966874938014,327,12982,47.20963502925717,8.296142021223842,22.91976594267579,53,race,0,0
1024,MAZ,HaasF1Team,17.0,0.0,USA,2021.0,22.0,96.796,0.0,5.555877,26.484333,3.0,23.0,0.0,31.0,0.0,0.0,Ferrari,False,118.93300604978675,323,12707,45.36454924129723,11.246652781910148,27.5686799563622,53,race,0,0
1025,GIO,AlfaRomeoRacing,12.0,0.0,USA,2021.0,27.0,95.794,0.0,4.76899,23.7475,2.0,29.0,0.0,26.0,0.0,0.0,Ferrari,False,120.74308241594764,326,12752,41.64070713081424,3.178617474957849,18.491520380839034,53,race,0,0
1026,GAS,AlphaTauri,5.0,12.0,Mexico,2021.0,25.0,76.456,0.0,9.661013,22.549,1.0,40.0,0.0,31.0,0.0,0.0,,False,117.89447039546089,331,12838,37.95035339577882,2.1374941915918706,16.094793220670596,54,race,0,0
1027,PER,RedBullRacing,4.0,15.0,Mexico,2021.0,31.0,76.342,0.0,9.854823,22.114,1.0,31.0,0.0,40.0,0.0,0.0,Honda,False,116.19998043483578,350,12791,33.38364841399888,23.37792560346304,15.7328376825063,54,race,0,0
1028,ALO,Alpine,12.0,2.0,Mexico,2021.0,40.0,78.452,0.0,9.129011,23.985,1.0,31.0,0.0,39.0,0.0,0.0,Renault,False,114.90439971630512,350,12339,34.56088434542298,0.0048912910562743,13.367898456797672,54,race,0,0
1029,LEC,Ferrari,8.0,10.0,Mexico,2021.0,24.0,76.748,0.0,9.562653,22.085,1.0,41.0,0.0,30.0,0.0,0.0,Ferrari,False,117.8054244417814,355,12773,49.451343882217714,12.9154540340923,29.308616009195624,54,race,0,0
1030,STR,AstonMartin,20.0,0.0,Mexico,2021.0,23.0,80.873,0.0,9.413325,24.821,2.0,22.0,0.0,47.0,0.0,0.0,Mercedes,False,113.23179828315683,360,13529,45.79865000366847,12.48502042114016,28.30834698818753,54,race,0,0
1031,RIC,McLaren,7.0,0.0,Mexico,2021.0,32.0,76.763,0.0,9.251241,30.4705,2.0,37.0,0.0,33.0,0.0,0.0,Mercedes,False,116.12057032453716,356,13185,42.143608305412215,9.149159920761086,23.53689256279195,54,race,0,0
1032,OCO,Alpine,19.0,0.0,Mexico,2021.0,24.0,78.126,0.0,8.898769,23.1,1.0,56.0,0.0,0.0,14.0,0.0,Renault,False,114.6208515737729,352,12418,42.81603854337352,9.200518476851965,25.246398786959816,54,race,0,0
1033,VER,RedBullRacing,3.0,25.0,Mexico,2021.0,24.0,76.225,0.0,9.96189,21.908,1.0,38.0,0.0,33.0,0.0,0.0,Honda,False,116.26838514025778,343,12499,34.2069016116804,0.6187483186186994,16.153488713345887,54,race,0,0
1034,NOR,McLaren,18.0,1.0,Mexico,2021.0,21.0,77.473,0.0,9.054681,22.534,1.0,26.0,0.0,44.0,0.0,0.0,Mercedes,False,116.33028442857491,355,13207,43.558732177358216,9.809484213358116,26.43742815916261,54,race,0,0
1035,HAM,Mercedes,2.0,18.0,Mexico,2021.0,36.0,76.02,0.0,9.921339,22.373,1.0,42.0,0.0,29.0,0.0,0.0,Mercedes,False,117.94201374452788,350,12660,44.41639560762063,8.601335322458363,24.1189561984886,54,race,0,0
1036,VET,AstonMartin,9.0,6.0,Mexico,2021.0,34.0,77.502,0.0,9.405032,22.277,1.0,37.0,0.0,33.0,0.0,0.0,Mercedes,False,114.67225904277434,350,13225,44.070165570202256,10.8024162977818,25.57656093325833,54,race,0,0
1037,SAI,Ferrari,6.0,8.0,Mexico,2021.0,27.0,76.761,0.0,9.514543,22.031,1.0,28.0,0.0,42.0,0.0,0.0,Ferrari,False,116.47447968891387,348,12586,47.83971239208589,12.345618626036345,28.252097141040377,54,race,0,0
1038,LAT,Williams,13.0,0.0,Mexico,2021.0,26.0,78.756,0.0,9.169636,23.21,2.0,38.0,0.0,31.0,0.0,0.0,Mercedes,False,113.36097727995303,330,13106,44.52767247915087,10.02959231089046,25.3637897723104,54,race,0,0
1039,RUS,Williams,16.0,0.0,Mexico,2021.0,22.0,77.958,0.0,9.049813,21.984,1.0,54.0,0.0,15.0,0.0,0.0,Mercedes,False,113.27046393895668,346,12923,45.34368656606912,12.22822764068576,27.909706767101177,54,race,0,0
1040,RAI,AlfaRomeoRacing,10.0,4.0,Mexico,2021.0,42.0,77.606,0.0,9.255116,22.424,1.0,38.0,0.0,32.0,0.0,0.0,Ferrari,False,117.73525887157916,352,12794,39.8642422167331,5.184768519650762,20.682824231455893,54,race,0,0
1041,BOT,Mercedes,1.0,0.0,Mexico,2021.0,32.0,75.875,1.0,9.996285,25.8125,4.0,39.0,0.0,24.0,6.0,0.0,Mercedes,False,114.82689720951844,356,13322,42.12328499107339,9.161388148401771,24.90889970407689,54,race,0,0
1042,MAZ,HaasF1Team,15.0,0.0,Mexico,2021.0,22.0,79.303,0.0,9.247184,24.3655,2.0,45.0,0.0,23.0,0.0,0.0,Ferrari,False,113.33072464477,331,12566,40.47672968279978,10.5456235173274,27.797207072806867,54,race,0,0
1043,GIO,AlfaRomeoRacing,11.0,0.0,Mexico,2021.0,27.0,77.897,0.0,9.396869,22.205,1.0,54.0,0.0,16.0,0.0,0.0,Ferrari,False,117.87576120717064,348,12533,36.53422680916628,1.2766269656875933,17.192888062804176,54,race,0,0
1044,GAS,AlphaTauri,7.0,6.0,Brazil,2021.0,25.0,68.777,0.0,12.38712,21.0505,4.0,45.0,0.0,25.0,0.0,0.0,,False,120.76615635428077,348,12779,38.54680693888988,1.1997860254222177,14.61395419925109,55,race,0,0
